src,dst
889,130469
131290,227
227,131290
134279,212
212,134279
157725,212
212,157725
162022,31
31,162022
167582,801
801,167582
174734,145
145,174734
259477,1028
1028,259477
272471,241
241,272471
290504,419
419,290504
331078,794
794,331078
373101,148
148,373101
385070,29
29,385070
460925,214
214,460925
478518,41
41,478518
498048,1029
1029,498048
501090,29
29,501090
505807,423
423,505807
576671,30
30,576671
596688,811
811,596688
605369,142
142,605369
676778,1028
1028,676778
696388,17
17,696388
864130,30
30,864130
973641,29
29,973641
1000346,419
419,1000346
157994,36
36,157994
165015,183
183,165015
168888,155
155,168888
172438,145
145,172438
173277,219
219,173277
173705,142
142,173705
181276,28
28,181276
188731,41
41,188731
13470,38
38,13470
194037,31
31,194037
200030,858
858,200030
207639,145
145,207639
244327,55
55,244327
286554,37
37,286554
321381,145
145,321381
431798,38
38,431798
488653,30
30,488653
518663,183
183,518663
535531,155
155,535531
601166,30
30,601166
622030,29
29,622030
699616,40
40,699616
746718,145
145,746718
803990,219060
219060,803990
851855,219
219,851855
288,142
142,288
2759,38
38,2759
2773,183
183,2773
2423,159
159,2423
2734,36
36,2734
3750,183
183,3750
3808,1009
1009,3808
11953,29
29,11953
15095,29
29,15095
15674,17
17,15674
22889,145
145,22889
30340,148
148,30340
40435,30
30,40435
43199,30
30,43199
44210,414
414,44210
49240,30
30,49240
49571,29
29,49571
54880,717
717,54880
56071,38
38,56071
117040,241
241,117040
2066,183
183,2066
2678,184
184,2678
29303,145
145,29303
2684,159
159,2684
6441,142
142,6441
29888,79
79,29888
11592,30
30,11592
20927,884
884,20927
39984,142
142,39984
42078,884
884,42078
42448,145
145,42448
29962,79
79,29962
48344,155
155,48344
82646,38
38,82646
103732,34
34,103732
33532,29
29,33532
165420,219
219,165420
30616,800
800,30616
169310,219060
219060,169310
30620,800
800,30620
171353,28
28,171353
173219,31
31,173219
31572,810
810,31572
184154,142
142,184154
185582,30
30,185582
190165,819
819,190165
190235,35
35,190235
200028,664
664,200028
201932,17
17,201932
30617,800
800,30617
30687,800
800,30687
235746,17
17,235746
244934,142
142,244934
31565,810
810,31565
262472,218
218,262472
383369,142
142,383369
487096,29
29,487096
511270,34
34,511270
520000,27
27,520000
754670,4628
4628,754670
852684,30
30,852684
988916,30
30,988916
1659757,16
16,1659757
2933940,30
30,2933940
1352,668
668,1352
3426,159
159,3426
3739,1007
1007,3739
11568,408
408,11568
11943,39
39,11943
15282,96
96,15282
17990,408
408,17990
18970,252
252,18970
26410,17
17,26410
34664,17
17,34664
34739,30
30,34739
36312,16
16,36312
39450,30
30,39450
41572,212
212,41572
44759,414
414,44759
50628,20
20,50628
54182,30
30,54182
72818,881
881,72818
83065,145
145,83065
109386,423
423,109386
132410,258
258,132410
171334,212
212,171334
172415,230
230,172415
178168,403
403,178168
11711,424
424,11711
182872,142
142,182872
853785,217
217,853785
918195,30
30,918195
927122,30
30,927122
983473,29
29,983473
1001307,36
36,1001307
3751,1011
1011,3751
976,159
159,976
3726,1005
1005,3726
3748,1014
1014,3748
2936,183
183,2936
3688,1025
1025,3688
3733,1006
1006,3733
3780,1044
1044,3780
12996,31
31,12996
25395,30
30,25395
37801,217
217,37801
37836,30
30,37836
132679,25279
25279,132679
138648,142
142,138648
203675,37
37,203675
744247,211
211,744247
59095,148
148,59095
104619,38
38,104619
105256,38
38,105256
133069,142
142,133069
160927,142
142,160927
161595,36
36,161595
173699,45
45,173699
180717,948
948,180717
189546,948
948,189546
191460,142
142,191460
193808,142
142,193808
201516,30
30,201516
204709,55
55,204709
212561,218
218,212561
257830,30
30,257830
285089,38
38,285089
309348,219060
219060,309348
334874,218
218,334874
466006,948
948,466006
483522,40
40,483522
487315,30
30,487315
506693,214
214,506693
580770,28
28,580770
748078,145
145,748078
1330558,1019
1019,1330558
1442359,739
739,1442359
1743479,801
801,1743479
915,159
159,915
3926,258
258,3926
203619,33
33,203619
7030,183
183,7030
7057,183
183,7057
34183,16
16,34183
16017,183
183,16017
17686,38
38,17686
22905,145
145,22905
24826,145
145,24826
43631,55
55,43631
47492,219060
219060,47492
57931,148
148,57931
152902,924
924,152902
167807,219
219,167807
174237,236
236,174237
177019,34
34,177019
203476,668
668,203476
182565,869
869,182565
192904,213
213,192904
202954,31
31,202954
207570,142
142,207570
34218,16
16,34218
232635,17
17,232635
249996,865
865,249996
272040,214
214,272040
485708,30
30,485708
509634,34
34,509634
653364,17
17,653364
839805,30
30,839805
3659,657
657,3659
23154,145
145,23154
1040,183
183,1040
3674,1032
1032,3674
6816,159
159,6816
23311,145
145,23311
3639,38
38,3639
13521,29
29,13521
17042,30
30,17042
18575,30
30,18575
23253,38
38,23253
27660,851
851,27660
37043,30
30,37043
38545,43
43,38545
40811,230
230,40811
131694,805
805,131694
132671,142
142,132671
134514,79
79,134514
178582,40
40,178582
183584,148
148,183584
268,36
36,268
644,79
79,644
13678,38
38,13678
25282,881
881,25282
3792,945
945,3792
13629,38
38,13629
6596,38
38,6596
8810,29
29,8810
10393,252
252,10393
13395,38
38,13395
15092,29
29,15092
14912,183
183,14912
16106,183
183,16106
13625,38
38,13625
15468,29
29,15468
14649,29
29,14649
49255,30
30,49255
51864,38
38,51864
14956,183
183,14956
55905,142
142,55905
72288,38
38,72288
103011,41
41,103011
108679,36
36,108679
152027,142
142,152027
13666,38
38,13666
155863,159
159,155863
163795,142
142,163795
13934,29
29,13934
201982,142
142,201982
203403,16
16,203403
205576,142
142,205576
217039,145
145,217039
230104,227
227,230104
233588,869
869,233588
250984,40
40,250984
253119,183
183,253119
273863,17
17,273863
370814,145
145,370814
468765,17
17,468765
485724,38
38,485724
487988,30
30,487988
489267,38
38,489267
505191,183
183,505191
696694,17
17,696694
741765,29
29,741765
14453,189
189,14453
754664,4628
4628,754664
815903,36
36,815903
832340,403
403,832340
969578,4628
4628,969578
987434,29
29,987434
1007418,16
16,1007418
1605505,29
29,1605505
1798671,96
96,1798671
385,36
36,385
1721,183
183,1721
2415,20
20,2415
2706,183
183,2706
2938,183
183,2938
3927,159
159,3927
4098,183
183,4098
5660,159
159,5660
18419,30
30,18419
43382,145
145,43382
72425,38
38,72425
115117,224
224,115117
129259,403
403,129259
147089,43
43,147089
158893,183
183,158893
167668,211
211,167668
171943,148
148,171943
182521,230
230,182521
185289,219
219,185289
179406,145
145,179406
190187,45
45,190187
211563,1029
1029,211563
6454,142
142,6454
6616,142
142,6616
6681,38
38,6681
2880,183
183,2880
3869,183
183,3869
5470,159
159,5470
6761,38
38,6761
12812,29
29,12812
15088,29
29,15088
19277,38
38,19277
6855,183
183,6855
20083,183
183,20083
27007,214
214,27007
42140,884
884,42140
49145,30
30,49145
50189,142
142,50189
73639,222
222,73639
75150,148
148,75150
102762,159
159,102762
116706,38
38,116706
124925,38
38,124925
128499,159
159,128499
128891,30
30,128891
140147,184
184,140147
7019,183
183,7019
170263,145
145,170263
179224,145
145,179224
179570,948
948,179570
181557,865
865,181557
183199,41
41,183199
184163,145
145,184163
185684,148
148,185684
188478,218
218,188478
191126,142
142,191126
192240,145
145,192240
192517,30
30,192517
208715,948
948,208715
208725,801
801,208725
212420,142
142,212420
214945,28
28,214945
215755,148
148,215755
217187,142
142,217187
376023,17
17,376023
628,38
38,628
1397,30
30,1397
1452,38
38,1452
1458,38
38,1458
333074,657
657,333074
7036,183
183,7036
370498,142
142,370498
468782,419
419,468782
491102,232
232,491102
6780,183
183,6780
498212,183
183,498212
505991,183
183,505991
508153,34
34,508153
518431,419
419,518431
546635,145
145,546635
572800,29
29,572800
762133,142
142,762133
856261,1041
1041,856261
910973,1041
1041,910973
929022,41
41,929022
1001647,213
213,1001647
1972013,219060
219060,1972013
207350,801
801,207350
207295,33
33,207295
207753,33
33,207753
2592,159
159,2592
207891,33
33,207891
3791,183
183,3791
207467,41
41,207467
3898,183
183,3898
7042,183
183,7042
7898,183
183,7898
207371,145
145,207371
16026,183
183,16026
207223,27
27,207223
18102,142
142,18102
207540,801
801,207540
21143,35
35,21143
21181,35
35,21181
207470,236
236,207470
40236,155
155,40236
42773,148
148,42773
44213,414
414,44213
49197,30
30,49197
54452,221
221,54452
59093,34
34,59093
75026,148
148,75026
206954,41
41,206954
109005,20
20,109005
109483,20
20,109483
112657,403
403,112657
116840,38
38,116840
134494,28
28,134494
206957,41
41,206957
164234,17
17,164234
167155,30
30,167155
173338,236
236,173338
182428,219
219,182428
188693,1020
1020,188693
189328,219
219,189328
61445,668
668,61445
2551945,34
34,2551945
986322,33
33,986322
1015788,148
148,1015788
71,39
39,71
2112,183
183,2112
156726,212
212,156726
157053,212
212,157053
162083,212
212,162083
507709,34
34,507709
657807,142
142,657807
858008,17
17,858008
1026296,811
811,1026296
1614754,29
29,1614754
192265,218
218,192265
193722,159
159,193722
42800,155
155,42800
1094207,258
258,1094207
2651972,96
96,2651972
18021,38
38,18021
169376,17
17,169376
170457,43
43,170457
173985,843
843,173985
182481,142
142,182481
199440,96
96,199440
203308,17
17,203308
373023,148
148,373023
504648,183
183,504648
588451,148
148,588451
634022,17
17,634022
17856,408
408,17856
1026949,574
574,1026949
1455046,408
408,1455046
888971,804
804,888971
25270,403
403,25270
1919098,408
408,1919098
843014,28
28,843014
847691,223
223,847691
855324,223
223,855324
986102,213
213,986102
994925,145
145,994925
1001552,41
41,1001552
3490834,213
213,3490834
851040,28
28,851040
55099871,229
229,55099871
42307965,191
191,42307965
187945,218
218,187945
196498,159
159,196498
199889,17
17,199889
205648,811
811,205648
208718,1049
1049,208718
849026,45
45,849026
1926987,30
30,1926987
42328401,20
20,42328401
2215416,811
811,2215416
2308046,41
41,2308046
6397066,794
794,6397066
10045,55
55,10045
383723,31
31,383723
386649,794
794,386649
399322,954
954,399322
508231,183
183,508231
10052,55
55,10052
572478,218
218,572478
693258,29
29,693258
731915,211
211,731915
842929,213
213,842929
891622,29
29,891622
1047719,142
142,1047719
1911759,43
43,1911759
2321579,211
211,2321579
1408,30
30,1408
1720,183
183,1720
2107,183
183,2107
2833,183
183,2833
6730,142
142,6730
30974,142
142,30974
34607,38
38,34607
37951,17
17,37951
44255,414
414,44255
52842,36
36,52842
52981,38
38,52981
57719,148
148,57719
104740,36
36,104740
223761,965
965,223761
647,142
142,647
678,678
678,678
683,683
683,683
1354,902
902,1354
1348,668
668,1348
1880,298
298,1880
16020,183
183,16020
37013,33
33,37013
21178,35
35,21178
26988,26988
26988,26988
34434,38
38,34434
41278,884
884,41278
42157,884
884,42157
52599,38
38,52599
149955,736
736,149955
986302,30
30,986302
1000336,414
414,1000336
152413,801
801,152413
3771,183
183,3771
174251,142
142,174251
191465,159
159,191465
201203,184
184,201203
363166,148
148,363166
501545,34
34,501545
605605,145
145,605605
721937,36
36,721937
984834,30
30,984834
3799,962
962,3799
16665897,142
142,16665897
18681428,142
142,18681428
33486,30
30,33486
42678,1044
1044,42678
3818,983
983,3818
3838,974
974,3838
3834,183
183,3834
32515,145
145,32515
3854,967
967,3854
193721,213
213,193721
3832,929
929,3832
693520,142
142,693520
56046916,229
229,56046916
803,55
55,803
3866,924
924,3866
5206,159
159,5206
5239,159
159,5239
5265,159
159,5265
6244,38
38,6244
15340,668
668,15340
19566,159
159,19566
622,183
183,622
33345,212
212,33345
44236,414
414,44236
48195,796
796,48195
58570,148
148,58570
71266,148
148,71266
79815,142
142,79815
936510,863
863,936510
941844,36
36,941844
2707,183
183,2707
934785,36
36,934785
933165,414
414,933165
938835,96
96,938835
16868,30
30,16868
21159,183
183,21159
927933,419
419,927933
941948,230
230,941948
935847,33
33,935847
48615,20
20,48615
49172,30
30,49172
934086,96
96,934086
51698,30
30,51698
83189,155
155,83189
932901,230
230,932901
106281,36
36,106281
924078,36
36,924078
134712,37
37,134712
149024,212
212,149024
939771,33
33,939771
155379,159
159,155379
934436,965
965,934436
193826,142
142,193826
217071,419
419,217071
221447,801
801,221447
242320,183
183,242320
940973,965
965,940973
927541,213
213,927541
246288,36
36,246288
318686,37
37,318686
938739,733
733,938739
371748,29
29,371748
923643,37
37,923643
384244,36
36,384244
391361,214
214,391361
403112,36
36,403112
456842,230
230,456842
938820,33
33,938820
493301,20
20,493301
498256,211
211,498256
499415,34
34,499415
939758,33
33,939758
501551,34
34,501551
504609,34
34,504609
507670,34
34,507670
543232,183
183,543232
789256,28
28,789256
825166,17
17,825166
843028,28
28,843028
932640,574
574,932640
894060,408
408,894060
945473,37
37,945473
21176,35
35,21176
505018,34
34,505018
21180,35
35,21180
510010,34
34,510010
21179,35
35,21179
588905,183
183,588905
921052,189
189,921052
2579925,843
843,2579925
2738432,114
114,2738432
188022,43
43,188022
192155,33
33,192155
1382,215
215,1382
2837,159
159,2837
3584,213
213,3584
5783,29
29,5783
10400,29
29,10400
17244,38
38,17244
123511,36
36,123511
214215,96
96,214215
217040,117
117,217040
240363,142
142,240363
397626,224
224,397626
484552,29
29,484552
484678,30
30,484678
485186,30
30,485186
518579,183
183,518579
583485,40
40,583485
627970,30
30,627970
752348,233
233,752348
1277887,145
145,1277887
178405,41
41,178405
179180,34
34,179180
188901,155
155,188901
192481,142
142,192481
201125,403
403,201125
972,55
55,972
2119,183
183,2119
3758,183
183,3758
3920,183
183,3920
3971,183
183,3971
18013,30
30,18013
22953,183
183,22953
43055,38
38,43055
57947,148
148,57947
20835,35
35,20835
101341,20
20,101341
129610,27
27,129610
180233,33
33,180233
183910,142
142,183910
191047,223
223,191047
213317,142
142,213317
216915,34
34,216915
21166,34
34,21166
504994,34
34,504994
3685412,37
37,3685412
27678,35
35,27678
44818587,191
191,44818587
43509,736
736,43509
2805,183
183,2805
43475,145
145,43475
2978,183
183,2978
3685,298
298,3685
44217,414
414,44217
44162,414
414,44162
3868,298
298,3868
44013,16
16,44013
8645,38
38,8645
9125,39
39,9125
35004,750
750,35004
42099,884
884,42099
45656,142
142,45656
46135,142
142,46135
56069,77
77,56069
44198,16
16,44198
44211,414
414,44211
82185,142
142,82185
117382,38
38,117382
43387,43
43,43387
131612,40
40,131612
131620,155
155,131620
151920,801
801,151920
179691,17
17,179691
186569,219
219,186569
190847,41
41,190847
200740,17
17,200740
201117,17
17,201117
243293,117
117,243293
272254,155
155,272254
275547,142
142,275547
326295,30
30,326295
477431,38
38,477431
44016,16
16,44016
489902,183
183,489902
712567,77
77,712567
817273,17
17,817273
852665,30
30,852665
216638,145
145,216638
2904,183
183,2904
3323,159
159,3323
216835,790
790,216835
52845,36
36,52845
216363,212
212,216363
102334,159
159,102334
157144,212
212,157144
188776,142
142,188776
240858,142
142,240858
397905,30
30,397905
216790,33
33,216790
485253,20
20,485253
486543,183
183,486543
500076,35
35,500076
504692,34
34,504692
760224,212
212,760224
954812,184
184,954812
1001183,34
34,1001183
1001225,36
36,1001225
1020142,191
191,1020142
1203963,17
17,1203963
2641624,212
212,2641624
2777887,34
34,2777887
3826,842
842,3826
1070,668
668,1070
1083,38
38,1083
10231,38
38,10231
26339,30
30,26339
1018,215
215,1018
45301,43
43,45301
47006,38
38,47006
48027,38
38,48027
62337,399
399,62337
83813,30
30,83813
153676,159
159,153676
156743,212
212,156743
178382,211
211,178382
186576,219
219,186576
192225,801
801,192225
198370,148
148,198370
200036,41
41,200036
202628,145
145,202628
211952,43
43,211952
20917277,41
41,20917277
798,55
55,798
1280,38
38,1280
1282,38
38,1282
6863,183
183,6863
13370,38
38,13370
38555,30
30,38555
39526,233
233,39526
59101,20
20,59101
103217,36
36,103217
131350,794
794,131350
158923,212
212,158923
165995,43
43,165995
168866,43
43,168866
179830,211
211,179830
399109,224
224,399109
571136,403
403,571136
496368,145
145,496368
1130,183
183,1130
510413,419
419,510413
510827,36
36,510827
503379,35
35,503379
7070,183
183,7070
503469,217
217,503469
9187,38
38,9187
499318,37
37,499318
9772,55
55,9772
14318,29
29,14318
503862,33
33,503862
15273,159
159,15273
15922,215
215,15922
500552,36
36,500552
20770,35
35,20770
25302,36
36,25302
504114,16
16,504114
29352,38
38,29352
46655,38
38,46655
47125,38
38,47125
48701,20
20,48701
511956,36
36,511956
50960,183
183,50960
496567,29
29,496567
147739,212
212,147739
206317,403
403,206317
208015,403
403,208015
209634,34
34,209634
211645,403
403,211645
243260,142
142,243260
286266,148
148,286266
305226,191
191,305226
383434,16
16,383434
387460,142
142,387460
390798,28
28,390798
483877,20
20,483877
484111,20
20,484111
207756,664
664,207756
486168,30
30,486168
508108,34
34,508108
513727,230
230,513727
514756,34
34,514756
543262,408
408,543262
554491,148
148,554491
629849,28
28,629849
654560,28
28,654560
720092,191
191,720092
954174,229
229,954174
1351046,37
37,1351046
1817299,212
212,1817299
2183942,43
43,2183942
2622251,34
34,2622251
8969,96
96,8969
5823,29
29,5823
8693,183
183,8693
6832,183
183,6832
28237,30
30,28237
30988,30
30,30988
40104,142
142,40104
49266,30
30,49266
51693,30
30,51693
54925,29
29,54925
71724,142
142,71724
41183,858
858,41183
40844,55
55,40844
3857,183
183,3857
26525,20
20,26525
42651,148
148,42651
27001,214
214,27001
102158,191
191,102158
27393,35
35,27393
27452,35
35,27452
103717,33
33,103717
27116,35
35,27116
104095,20
20,104095
104557,159
159,104557
127043,183
183,127043
28516,36
36,28516
147934,36
36,147934
178878,28
28,178878
181854,33
33,181854
190583,33
33,190583
213898,41
41,213898
217682,191
191,217682
244095,38
38,244095
263107,40
40,263107
270806,17
17,270806
333559,142
142,333559
353854,229
229,353854
405136,219
219,405136
425996,148
148,425996
436491,29
29,436491
465698,211
211,465698
478813,223
223,478813
501661,183
183,501661
28031,35
35,28031
504689,34
34,504689
530309,33
33,530309
534571,233
233,534571
575709,29
29,575709
586895,145
145,586895
587746,218
218,587746
613813,28
28,613813
623464,183
183,623464
650274,31
31,650274
656603,213
213,656603
708496,148
148,708496
747898,223
223,747898
948102,30
30,948102
950991,223
223,950991
954157,36
36,954157
985402,32
32,985402
994232,225
225,994232
1000056,213
213,1000056
1006408,45
45,1006408
1019452,189
189,1019452
1439157,155
155,1439157
152825,227
227,152825
157440,212
212,157440
506775,236
236,506775
501543,801
801,501543
509739,1037
1037,509739
192269,218
218,192269
202445,142
142,202445
497793,408
408,497793
208209,145
145,208209
502023,96
96,502023
210886,96
96,210886
227156,230
230,227156
505416,37
37,505416
249715,211
211,249715
408608,142
142,408608
472822,189
189,472822
515358,34
34,515358
515969,34
34,515969
533157,148
148,533157
546686,218
218,546686
581609,36
36,581609
628962,36
36,628962
497130,55
55,497130
638592,211
211,638592
675960,31
31,675960
685857,218
218,685857
756583,218
218,756583
899884,29
29,899884
14217100,408
408,14217100
5838,889
889,5838
5867,224
224,5867
3224,408
408,3224
3258,408
408,3258
5869,148
148,5869
3977,159
159,3977
5756,29
29,5756
5832,115
115,5832
49812,183
183,49812
131605,38
38,131605
145845,55
55,145845
157871,38
38,157871
157992,36
36,157992
646766,17
17,646766
695767,224
224,695767
1017630,227
227,1017630
484799,29
29,484799
815721,36
36,815721
1983875,227
227,1983875
214681,668
668,214681
1273,38
38,1273
1308,38
38,1308
215633,36
36,215633
40194,96
96,40194
214651,43
43,214651
7028,183
183,7028
155277,96
96,155277
159288,30
30,159288
166282,38
38,166282
207429,96
96,207429
211760,96
96,211760
212773,774
774,212773
232782,38
38,232782
239877,30
30,239877
498453,34
34,498453
606126,36
36,606126
640469,36
36,640469
711474,31
31,711474
849561,262
262,849561
1128384,34
34,1128384
3907,183
183,3907
4065,183
183,4065
6986,183
183,6986
11025,252
252,11025
39709,30
30,39709
93358,218
218,93358
157137,212
212,157137
159457,45
45,159457
46940,29
29,46940
53228,38
38,53228
79519,30
30,79519
83273,17
17,83273
108031,20
20,108031
154738,159
159,154738
200589,17
17,200589
233495,17
17,233495
488946,30
30,488946
619443,712
712,619443
750569,17
17,750569
1012522,45
45,1012522
1023943,17
17,1023943
3963,183
183,3963
193428,17
17,193428
612516,214
214,612516
622592,33
33,622592
826068,36
36,826068
926700,45
45,926700
25390,55
55,25390
1365505,148
148,1365505
285672,419
419,285672
319804,148
148,319804
473914,29
29,473914
487119,30
30,487119
496588,29
29,496588
580649,96
96,580649
8856,183
183,8856
719954,36
36,719954
726751,241
241,726751
875070,928
928,875070
927189,30
30,927189
943431,29
29,943431
982364,30
30,982364
990095,96
96,990095
1062073,142
142,1062073
1094355,96
96,1094355
1769167,29
29,1769167
31058,30
30,31058
49233,30
30,49233
51825,38
38,51825
52089,38
38,52089
52143,38
38,52143
55925,38
38,55925
72585,38
38,72585
77433,29
29,77433
103244,38
38,103244
108025,20
20,108025
128089,38
38,128089
133083,258
258,133083
174744,298
298,174744
210661,17
17,210661
210987,33
33,210987
224144,38
38,224144
242533,38
38,242533
260320,40
40,260320
317865,30
30,317865
654255,142
142,654255
679249,28
28,679249
761675,233
233,761675
983511,155
155,983511
991472,43
43,991472
1758141,155
155,1758141
1852528,213
213,1852528
4382582,408
408,4382582
43281004,191
191,43281004
47048,33
33,47048
47164,30
30,47164
52193,212
212,52193
52530,38
38,52530
74957,148
148,74957
83061,43
43,83061
214212,41
41,214212
103022,38
38,103022
214777,33
33,214777
110848,20
20,110848
116417,28
28,116417
140075,408
408,140075
147756,159
159,147756
157525,212
212,157525
157598,183
183,157598
160687,298
298,160687
216075,881
881,216075
187352,41
41,187352
214347,41
41,214347
191871,219
219,191871
214344,221
221,214344
214485,114
114,214485
206988,145
145,206988
287900,38
38,287900
324489,29
29,324489
500217,34
34,500217
501796,30
30,501796
696783,17
17,696783
740853,28
28,740853
216307,41
41,216307
755691,28
28,755691
214248,916
916,214248
955896,30
30,955896
992173,783
783,992173
1020535,717
717,1020535
1204548,148
148,1204548
1240428,189
189,1240428
3120654,34
34,3120654
3845835,96
96,3845835
488379,232
232,488379
487439,232
232,487439
486282,232
232,486282
486913,232
232,486913
2143,159
159,2143
5337,159
159,5337
487684,874
874,487684
36405,145
145,36405
487801,29
29,487801
48338,43
43,48338
487981,29
29,487981
486329,265
265,486329
157055,212
212,157055
488987,874
874,488987
198989,232
232,198989
488052,29
29,488052
207967,142
142,207967
235190,739
739,235190
477232,232
232,477232
152449,801
801,152449
684630,403
403,684630
906,159
159,906
220843,1030
1030,220843
3132,183
183,3132
221921,414
414,221921
3810,298
298,3810
219583,1028
1028,219583
37806,686
686,37806
13687,38
38,13687
14657,159
159,14657
219417,189
189,219417
46400,218
218,46400
107135,20
20,107135
109079,423
423,109079
142014,16
16,142014
156717,212
212,156717
158491,159
159,158491
165768,963
963,165768
171771,668
668,171771
178855,218
218,178855
37995,836
836,37995
858250,148
148,858250
864124,30
30,864124
894941,1028
1028,894941
904212,29
29,904212
924132,36
36,924132
495547,1011
1011,495547
931116,29
29,931116
497115,36
36,497115
946769,28
28,946769
501077,29
29,501077
950436,36
36,950436
986419,45
45,986419
182159,889
889,182159
191015,37
37,191015
329775,28
28,329775
373808,863
863,373808
481730,38
38,481730
572231,148
148,572231
574332,183
183,574332
605521,214
214,605521
894012,43
43,894012
1000887,801
801,1000887
235,235
235,235
2449,1045
1045,2449
35045,750
750,35045
36307,414
414,36307
3777,965
965,3777
8247,837
837,8247
36262,781
781,36262
211318,230
230,211318
211828,43
43,211828
211020,33
33,211020
3200,183
183,3200
210161,736
736,210161
3612,298
298,3612
3813,183
183,3813
211805,43
43,211805
3822,183
183,3822
211590,241
241,211590
210985,145
145,210985
14424,28
28,14424
210296,41
41,210296
14813,183
183,14813
210470,41
41,210470
14897,183
183,14897
14947,183
183,14947
34348,38
38,34348
208352,230
230,208352
156747,212
212,156747
208473,36
36,208473
180176,41
41,180176
208403,41
41,208403
192875,219
219,192875
193965,212
212,193965
204266,17
17,204266
194332,155
155,194332
202160,36
36,202160
221051,96
96,221051
208948,664
664,208948
273880,17
17,273880
606193,408
408,606193
846146,30
30,846146
943850,148
148,943850
957279,30
30,957279
1026284,736
736,1026284
1942426,145
145,1942426
4071168,183
183,4071168
490643,232
232,490643
94919,30
30,94919
326577,36
36,326577
322126,33
33,322126
2372,20
20,2372
322155,902
902,322155
332319,115
115,332319
3764,183
183,3764
325550,36
36,325550
3893,183
183,3893
329597,36
36,329597
319813,36
36,319813
5384,159
159,5384
322986,55
55,322986
9952,55
55,9952
319366,854
854,319366
9970,55
55,9970
325627,36
36,325627
11046,183
183,11046
319272,241
241,319272
14062,31
31,14062
14825,183
183,14825
324941,36
36,324941
14878,183
183,14878
328846,96
96,328846
321279,223
223,321279
320519,230
230,320519
322149,114
114,322149
322828,225
225,322828
48107,38
38,48107
48329,33
33,48329
319729,17
17,319729
318418,31
31,318418
52101,55
55,52101
68297,39
39,68297
99937,38
38,99937
134707,159
159,134707
139101,16
16,139101
323986,225
225,323986
158799,212
212,158799
324934,36
36,324934
158904,212
212,158904
160450,43
43,160450
325910,36
36,325910
178486,183
183,178486
331099,1029
1029,331099
179948,45
45,179948
185555,37
37,185555
191141,142
142,191141
191889,191
191,191889
193420,218
218,193420
196378,159
159,196378
199797,30
30,199797
329984,29
29,329984
201286,142
142,201286
323801,1029
1029,323801
208143,145
145,208143
208609,184
184,208609
210493,148
148,210493
213183,212
212,213183
213242,45
45,213242
214938,28
28,214938
219093,36
36,219093
223422,155
155,223422
234061,30
30,234061
265257,38
38,265257
404429,148
148,404429
429864,33
33,429864
511438,34
34,511438
516336,34
34,516336
639452,30
30,639452
222755,739
739,222755
642057,414
414,642057
646980,145
145,646980
731990,4628
4628,731990
847668,223
223,847668
867615,948
948,867615
986435,35
35,986435
987345,212
212,987345
997469,212
212,997469
1255574,258
258,1255574
1719466,37
37,1719466
1934815,41
41,1934815
1010042,33
33,1010042
2343396,36
36,2343396
1957,159
159,1957
102350,36
36,102350
5806,851
851,5806
101254,145
145,101254
6869,183
183,6869
15176,148
148,15176
28271,30
30,28271
42114,884
884,42114
42168,142
142,42168
80669,38
38,80669
83247,45
45,83247
156724,212
212,156724
158604,159
159,158604
162548,232
232,162548
185453,843
843,185453
41547,769
769,41547
205679,145
145,205679
39121,145
145,39121
47916,668
668,47916
1305,55
55,1305
209988,28
28,209988
694370,17
17,694370
858369,17
17,858369
985531,219060
219060,985531
1473,928
928,1473
5217,928
928,5217
259272,37
37,259272
8194,36
36,8194
12761,142
142,12761
12788,142
142,12788
986578,33
33,986578
15236,159
159,15236
1944489,96
96,1944489
51689,30
30,51689
985005,36
36,985005
71727,212
212,71727
985459,33
33,985459
1906334,36
36,1906334
104407,36
36,104407
984863,774
774,984863
123766,30
30,123766
1906346,36
36,1906346
146033,28
28,146033
156593,212
212,156593
160506,142
142,160506
985462,41
41,985462
1915327,842
842,1915327
182394,794
794,182394
985687,36
36,985687
185075,142
142,185075
1946089,36
36,1946089
986089,29
29,986089
269346,142
142,269346
274237,142
142,274237
377929,28
28,377929
464763,36
36,464763
478207,1028
1028,478207
556200,36
36,556200
986627,30
30,986627
2596788,219
219,2596788
18288152,38
38,18288152
40269,155
155,40269
52337,38
38,52337
57948,183
183,57948
217411,43
43,217411
244324,29
29,244324
265528,38
38,265528
433632,29
29,433632
748832,41
41,748832
249906,45
45,249906
3114638,1041
1041,3114638
154715,142
142,154715
183124,750
750,183124
186538,38
38,186538
193719,213
213,193719
221883,794
794,221883
360069,148
148,360069
574192,30
30,574192
675576,30
30,675576
764943,36
36,764943
773432,30
30,773432
199712,43
43,199712
204547,31
31,204547
207257,145
145,207257
430780,34
34,430780
1025801,811
811,1025801
28218,30
30,28218
31094,884
884,31094
39042,30
30,39042
244898,865
865,244898
48370,30
30,48370
54064,30
30,54064
45942,262
262,45942
1295,183
183,1295
391461,36
36,391461
45797,142
142,45797
1851,159
159,1851
390162,218
218,390162
2814,183
183,2814
2907,750
750,2907
387502,36
36,387502
45197,36
36,45197
389860,36
36,389860
4062,183
183,4062
6535,20
20,6535
9932,55
55,9932
11492,29
29,11492
13616,38
38,13616
13636,142
142,13636
393171,36
36,393171
14895,183
183,14895
23187,38
38,23187
393594,41
41,393594
